,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
8395,51.0,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,133,success,0,a_6m
8396,45.0,technician,married,unknown,no,886,yes,no,cellular,13,oct,75,failure,0,a_6m
8397,30.0,management,single,tertiary,no,277,yes,no,cellular,8,may,166,other,0,a_6m
8398,35.0,management,divorced,tertiary,no,2885,no,no,cellular,13,aug,199,other,1,a_6m
8399,26.0,management,single,tertiary,no,155,yes,no,cellular,27,may,74,other,0,a_6m
8400,34.0,management,married,tertiary,no,589,no,no,cellular,1,sep,300,other,1,a_6m
8401,52.0,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,success,1,a_6m
8402,39.0,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,failure,1,a_6m
8403,31.0,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,failure,1,a_6m
8404,40.0,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,failure,1,a_6m
8405,29.0,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,success,1,a_6m
8406,38.0,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,success,0,a_6m
8407,48.0,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,122,other,0,a_6m
8408,35.0,technician,single,secondary,no,183,no,no,cellular,23,oct,281,failure,1,a_6m
8409,46.0,blue-collar,married,secondary,no,1723,no,no,cellular,17,jun,176,failure,1,a_6m
8410,80.0,retired,married,primary,no,155,no,no,telephone,4,may,209,success,1,a_6m
8411,46.0,management,married,tertiary,no,273,yes,no,cellular,10,may,583,success,1,a_6m
8412,46.0,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,other,1,a_6m
8413,29.0,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,failure,1,a_6m
8414,46.0,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,success,1,a_6m
8415,69.0,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,other,1,a_6m
8416,34.0,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,other,1,a_6m
8417,59.0,management,married,tertiary,no,2764,no,no,cellular,18,feb,459,failure,0,a_6m
8418,73.0,retired,married,unknown,no,519,no,no,telephone,16,oct,434,failure,1,a_6m
8419,,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,success,1,a_6m
8420,55.0,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,other,1,a_6m
8421,31.0,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,failure,1,a_6m
8422,62.0,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,success,1,a_6m
8423,32.0,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,failure,1,a_6m
8424,33.0,management,single,tertiary,no,5437,no,no,cellular,7,oct,201,failure,1,a_6m
8425,40.0,management,single,tertiary,no,1509,no,no,cellular,12,may,333,failure,0,a_6m
8426,49.0,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,failure,0,a_6m
8427,49.0,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,failure,1,a_6m
8428,77.0,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,success,1,a_6m
8429,36.0,management,single,tertiary,no,4,yes,no,cellular,7,jul,529,success,0,a_6m
8430,31.0,management,single,secondary,no,202,yes,no,cellular,8,jul,167,failure,1,a_6m
8431,37.0,management,married,tertiary,no,26,no,no,cellular,17,jun,151,failure,0,a_6m
8432,55.0,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,success,1,a_6m
8433,52.0,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,failure,1,a_6m
8434,41.0,management,married,tertiary,no,0,no,no,cellular,17,sep,294,other,1,a_6m
8435,26.0,management,single,tertiary,no,222,no,no,cellular,28,jun,247,success,1,a_6m
8436,28.0,student,single,secondary,no,5916,no,no,cellular,22,may,259,failure,0,a_6m
8437,26.0,student,single,unknown,no,2503,no,no,cellular,30,apr,121,failure,0,a_6m
8438,48.0,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,success,1,a_6m
8439,29.0,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,success,1,a_6m
8440,80.0,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,failure,1,a_6m
8441,72.0,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,failure,1,a_6m
8442,72.0,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,success,1,a_6m
8443,33.0,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,success,1,a_6m
8444,51.0,technician,married,tertiary,no,0,no,no,cellular,7,may,662,success,1,a_6m
8445,38.0,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,success,1,a_6m
8446,42.0,technician,married,secondary,no,994,yes,no,cellular,18,jan,453,success,1,a_6m
8447,30.0,unemployed,single,tertiary,no,1159,no,no,cellular,12,aug,95,success,0,a_6m
8448,27.0,management,single,tertiary,no,6791,no,no,cellular,5,aug,179,other,1,a_6m
8449,34.0,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,failure,0,a_6m
8450,54.0,technician,married,secondary,no,10185,no,no,cellular,10,aug,559,other,1,a_6m
8451,26.0,admin.,single,secondary,no,96,no,no,cellular,11,aug,349,failure,1,a_6m
8452,36.0,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,failure,1,a_6m
8453,31.0,technician,married,secondary,no,180,no,no,cellular,26,may,222,success,0,a_6m
8454,34.0,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,failure,0,a_6m
8455,34.0,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,success,1,a_6m
8456,68.0,retired,married,secondary,no,1146,no,no,cellular,13,may,356,success,1,a_6m
8457,43.0,admin.,married,secondary,no,132,no,no,cellular,27,may,187,success,1,a_6m
8458,26.0,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,success,1,a_6m
8459,31.0,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,failure,1,a_6m
8460,33.0,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,failure,1,a_6m
8461,43.0,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,success,1,a_6m
8462,51.0,management,married,tertiary,no,2635,no,no,cellular,21,may,407,failure,1,a_6m
8463,38.0,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,failure,1,a_6m
8464,52.0,management,married,unknown,no,1708,no,no,unknown,6,sep,310,failure,1,a_6m
8465,35.0,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,failure,1,a_6m
8466,38.0,services,married,secondary,no,8876,no,no,cellular,2,feb,280,failure,0,a_6m
8467,43.0,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,failure,1,a_6m
8468,47.0,technician,married,secondary,no,335,no,no,cellular,4,may,417,success,1,a_6m
8469,31.0,services,married,secondary,no,447,no,no,cellular,4,jun,327,success,1,a_6m
8470,28.0,technician,single,secondary,no,6551,no,no,cellular,26,may,362,failure,0,a_6m
8471,35.0,student,single,secondary,no,188,yes,no,cellular,5,may,863,success,1,a_6m
8472,42.0,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,failure,1,a_6m
8473,50.0,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,other,1,a_6m
8474,26.0,student,single,tertiary,no,10086,no,no,cellular,8,jul,475,success,0,a_6m
8475,48.0,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,success,1,a_6m
8476,42.0,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,success,1,a_6m
8477,79.0,retired,married,secondary,no,723,no,no,telephone,9,sep,276,failure,1,a_6m
8478,26.0,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,success,1,a_6m
8479,30.0,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,success,1,a_6m
8480,33.0,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,success,1,a_6m
8481,33.0,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,other,1,a_6m
8482,30.0,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,success,1,a_6m
8483,50.0,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,success,1,a_6m
8484,30.0,management,single,tertiary,no,697,no,no,cellular,29,oct,215,success,1,a_6m
8485,24.0,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,success,1,a_6m
8486,28.0,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,other,1,a_6m
8487,46.0,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,success,1,a_6m
8488,37.0,management,married,primary,no,1506,no,no,cellular,2,nov,101,success,0,a_6m
8489,44.0,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,failure,0,a_6m
8490,54.0,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,success,1,a_6m
8491,54.0,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,failure,1,a_6m
8492,31.0,student,single,tertiary,no,4951,no,no,cellular,17,sep,285,failure,1,a_6m
8493,29.0,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,failure,1,a_6m
8494,48.0,blue-collar,married,secondary,no,238,yes,yes,cellular,2,jun,118,success,0,a_6m
8495,32.0,management,single,tertiary,no,131,yes,no,cellular,11,aug,112,other,0,a_6m
8496,28.0,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,failure,1,a_6m
8497,72.0,retired,married,primary,no,2600,no,no,cellular,3,feb,443,success,1,a_6m
8498,49.0,technician,divorced,tertiary,no,1807,yes,no,cellular,2,jun,225,success,0,a_6m
8499,55.0,admin.,married,secondary,no,865,yes,no,cellular,8,jul,105,failure,0,a_6m
8500,27.0,management,single,tertiary,no,390,no,no,cellular,28,oct,190,success,0,a_6m
8501,23.0,student,single,secondary,no,0,no,no,cellular,30,apr,297,success,1,a_6m
8502,41.0,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,success,1,a_6m
8503,32.0,student,single,tertiary,no,1138,no,no,cellular,4,may,214,success,1,a_6m
8504,32.0,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,success,1,a_6m
8505,73.0,retired,married,primary,no,1388,no,no,telephone,11,jan,767,success,1,a_6m
8506,33.0,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,success,1,a_6m
8507,56.0,management,married,tertiary,no,616,no,no,cellular,30,apr,225,success,1,a_6m
8508,37.0,management,married,tertiary,no,165,no,no,cellular,24,aug,315,other,0,a_6m
8509,52.0,technician,married,secondary,no,0,yes,no,cellular,1,jun,144,failure,0,a_6m
8510,33.0,student,single,unknown,no,5969,no,no,cellular,30,apr,110,failure,0,a_6m
8511,53.0,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,success,1,a_6m
8512,34.0,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,success,1,a_6m
8513,54.0,technician,married,secondary,no,0,no,no,telephone,30,apr,766,success,1,a_6m
8514,47.0,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,success,1,a_6m
8515,34.0,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,failure,1,a_6m
8516,43.0,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,success,1,a_6m
8517,30.0,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,success,1,a_6m
8518,67.0,retired,married,primary,no,942,no,no,cellular,6,nov,455,other,1,a_6m
8519,53.0,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,other,1,a_6m
8520,57.0,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,success,1,a_6m
8521,33.0,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,success,1,a_6m
8522,51.0,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,other,0,a_6m
8523,37.0,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,failure,0,a_6m
8524,37.0,management,married,tertiary,no,57,no,no,cellular,30,apr,96,success,0,a_6m
8525,34.0,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,failure,1,a_6m
8526,33.0,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,failure,1,a_6m
8527,29.0,management,single,tertiary,no,697,no,no,cellular,30,apr,365,success,1,a_6m
8528,42.0,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,failure,1,a_6m
8529,30.0,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,success,1,a_6m
8530,32.0,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,other,1,a_6m
8531,36.0,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,success,1,a_6m
8532,32.0,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,success,1,a_6m
8533,43.0,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,failure,1,a_6m
8534,34.0,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,success,1,a_6m
8535,43.0,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,success,1,a_6m
8536,40.0,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,failure,0,a_6m
8537,36.0,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,success,1,a_6m
8538,47.0,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,failure,1,a_6m
8539,38.0,management,married,tertiary,no,613,no,no,cellular,30,apr,242,success,1,a_6m
8540,54.0,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,success,1,a_6m
8541,32.0,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,success,1,a_6m
8542,35.0,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,success,1,a_6m
8543,25.0,student,single,secondary,no,469,no,no,cellular,21,aug,273,other,1,a_6m
8544,80.0,retired,married,primary,no,997,no,no,cellular,29,oct,746,other,1,a_6m
8545,29.0,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,failure,1,a_6m
8546,34.0,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,success,1,a_6m
8547,31.0,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,success,1,a_6m
8548,49.0,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,failure,0,a_6m
8549,25.0,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,success,0,a_6m
8550,47.0,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,failure,1,a_6m
8551,36.0,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,success,1,a_6m
8552,59.0,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,other,1,a_6m
8553,58.0,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,success,1,a_6m
8554,54.0,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,other,1,a_6m
8555,35.0,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,failure,1,a_6m
8556,33.0,management,married,tertiary,no,55,no,no,cellular,30,apr,526,failure,1,a_6m
8557,47.0,management,single,tertiary,no,86,no,no,cellular,30,apr,387,success,1,a_6m
8558,46.0,management,married,tertiary,no,699,no,no,cellular,30,apr,970,failure,1,a_6m
8559,28.0,unemployed,single,primary,no,236,no,no,cellular,4,may,193,failure,1,a_6m
8560,28.0,management,single,secondary,no,171,no,no,cellular,5,jun,324,success,1,a_6m
8561,27.0,technician,single,tertiary,no,11862,no,no,cellular,20,aug,217,failure,1,a_6m
8562,66.0,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,failure,1,a_6m
8563,42.0,management,married,tertiary,no,144,no,no,cellular,4,mar,148,failure,1,a_6m
8564,37.0,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,success,1,a_6m
8565,37.0,technician,single,tertiary,no,197,no,no,cellular,13,may,234,success,1,a_6m
8566,58.0,admin.,married,secondary,no,169,no,no,cellular,13,may,336,success,1,a_6m
8567,29.0,management,single,tertiary,no,502,no,no,cellular,8,jul,968,failure,1,a_6m
8568,35.0,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,344,failure,1,a_6m
8569,32.0,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,other,1,a_6m
8570,27.0,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,success,1,a_6m
8571,46.0,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,other,1,a_6m
8572,58.0,retired,married,secondary,no,1230,no,no,cellular,20,may,420,failure,1,a_6m
8573,67.0,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,success,1,a_6m
8574,37.0,management,married,tertiary,no,630,no,no,cellular,30,apr,315,success,1,a_6m
8575,31.0,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,success,1,a_6m
8576,35.0,management,married,tertiary,no,495,no,no,cellular,30,apr,266,failure,1,a_6m
8577,47.0,admin.,married,secondary,no,368,no,no,cellular,21,may,403,success,1,a_6m
8578,60.0,management,married,secondary,no,0,no,no,cellular,20,may,321,failure,0,a_6m
8579,53.0,retired,married,secondary,no,4968,no,no,cellular,6,may,109,failure,0,a_6m
8580,31.0,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,other,0,a_6m
8581,76.0,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,failure,0,a_6m
8582,37.0,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,success,0,a_6m
8583,31.0,admin.,single,secondary,no,690,no,no,cellular,4,may,10,failure,0,a_6m
8584,33.0,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,success,1,a_6m
8585,28.0,management,single,secondary,no,703,yes,no,cellular,15,may,485,other,1,a_6m
8586,43.0,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,success,1,a_6m
8587,51.0,technician,married,secondary,no,117,no,no,cellular,24,aug,467,other,1,a_6m
8588,70.0,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104,other,1,a_6m
8589,35.0,management,single,tertiary,no,1228,no,no,cellular,9,nov,696,failure,1,a_6m
8590,43.0,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,failure,1,a_6m
8591,36.0,management,married,tertiary,no,203,no,no,cellular,25,jan,255,success,1,a_6m
8592,29.0,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,success,1,a_6m
8593,35.0,management,married,tertiary,no,62,no,no,cellular,7,may,226,success,1,a_6m
8594,53.0,management,married,tertiary,no,3634,no,no,cellular,7,may,211,success,1,a_6m
8595,46.0,management,married,tertiary,no,349,no,no,cellular,14,may,466,success,1,a_6m
8596,39.0,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,success,1,a_6m
8597,41.0,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,failure,1,a_6m
8598,31.0,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,other,1,a_6m
8599,29.0,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,failure,1,a_6m
8600,28.0,student,single,secondary,no,1925,no,no,cellular,25,may,252,failure,1,a_6m
8601,54.0,blue-collar,married,primary,no,258,no,no,telephone,25,may,86,failure,0,a_6m
8602,60.0,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,other,0,a_6m
8603,30.0,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,success,1,a_6m
8604,25.0,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,failure,1,a_6m
8605,59.0,technician,married,secondary,no,259,no,no,cellular,15,jun,415,success,1,a_6m
8606,28.0,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,failure,1,a_6m
8607,59.0,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,success,1,a_6m
8608,48.0,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,success,1,a_6m
8609,29.0,student,single,unknown,no,2929,no,no,cellular,5,may,232,other,1,a_6m
8610,64.0,retired,married,secondary,no,1612,no,no,cellular,18,may,336,failure,1,a_6m
8611,21.0,student,single,secondary,no,215,no,no,cellular,24,may,382,success,1,a_6m
8612,40.0,technician,married,secondary,no,2266,no,no,cellular,26,may,175,other,1,a_6m
8613,35.0,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,success,1,a_6m
8614,27.0,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,failure,1,a_6m
8615,42.0,management,married,tertiary,no,27696,no,no,cellular,12,may,176,success,1,a_6m
8616,32.0,management,married,tertiary,no,141,yes,no,cellular,4,may,78,success,0,a_6m
8617,50.0,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,success,0,a_6m
8618,43.0,technician,married,secondary,no,4056,no,no,cellular,4,may,13,failure,0,a_6m
8619,27.0,management,single,secondary,no,145,yes,no,cellular,5,may,121,failure,0,a_6m
8620,78.0,retired,married,primary,no,680,no,no,telephone,24,may,838,failure,0,a_6m
8621,31.0,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,success,1,a_6m
8622,38.0,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,success,1,a_6m
8623,59.0,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,success,1,a_6m
8624,55.0,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,success,1,a_6m
8625,47.0,technician,married,secondary,no,293,no,no,cellular,1,jun,251,success,1,a_6m
8626,37.0,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,success,1,a_6m
8627,42.0,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,failure,1,a_6m
8628,42.0,management,married,primary,no,5310,yes,no,cellular,20,aug,273,success,1,a_6m
8629,24.0,student,single,secondary,no,125,no,no,cellular,9,nov,263,failure,1,a_6m
8630,62.0,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,other,1,a_6m
8631,76.0,retired,married,primary,no,3324,no,no,cellular,11,feb,309,success,1,a_6m
8632,57.0,retired,married,primary,no,9367,no,no,cellular,11,feb,981,success,1,a_6m
8633,69.0,retired,married,unknown,no,426,no,no,telephone,9,mar,225,success,1,a_6m
8634,35.0,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,success,1,a_6m
8635,36.0,services,married,secondary,no,4721,no,no,cellular,9,mar,288,success,1,a_6m
8636,35.0,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,other,1,a_6m
8637,60.0,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,success,1,a_6m
8638,30.0,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,success,1,a_6m
8639,45.0,admin.,married,secondary,no,205,no,no,cellular,4,may,552,success,1,a_6m
8640,41.0,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,success,1,a_6m
8641,37.0,technician,married,tertiary,no,88,no,no,cellular,6,may,195,other,1,a_6m
8642,35.0,management,married,tertiary,no,8000,no,no,cellular,13,may,331,success,1,a_6m
8643,53.0,technician,married,secondary,no,195,yes,no,cellular,19,may,472,success,1,a_6m
8644,66.0,management,married,unknown,no,2149,yes,no,cellular,26,may,135,success,1,a_6m
8645,32.0,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,failure,1,a_6m
8646,37.0,management,married,tertiary,no,203,no,no,cellular,21,oct,759,success,1,a_6m
8647,59.0,management,married,tertiary,no,2239,no,no,cellular,20,aug,377,success,1,a_6m
8648,69.0,retired,married,secondary,no,0,no,no,cellular,27,jul,666,success,1,a_6m
8649,36.0,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,success,1,a_6m
8650,46.0,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,other,1,a_6m
8651,31.0,management,single,tertiary,no,533,no,no,telephone,12,may,372,success,1,a_6m
8652,78.0,retired,divorced,primary,no,55,no,no,telephone,5,nov,143,other,0,a_6m
8653,33.0,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,failure,1,a_6m
8654,33.0,management,single,tertiary,no,5437,no,no,cellular,4,may,267,failure,1,a_6m
8655,22.0,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,success,1,a_6m
8656,60.0,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,success,1,a_6m
8657,32.0,management,single,tertiary,no,935,no,no,cellular,9,nov,165,success,1,a_6m
8658,60.0,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98,failure,1,a_6m
8659,71.0,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,success,1,a_6m
8660,44.0,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172,success,1,a_6m
8661,21.0,student,single,secondary,no,123,no,no,telephone,11,nov,513,success,1,a_6m
8662,52.0,management,married,tertiary,no,583,no,no,cellular,17,nov,209,failure,1,a_6m
8663,55.0,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,success,1,a_6m
8664,72.0,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,success,1,a_6m
8665,25.0,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,success,1,a_6m
8666,28.0,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,failure,1,a_6m
8667,59.0,technician,married,primary,no,4198,no,no,cellular,14,jan,309,success,1,a_6m
8668,64.0,retired,married,secondary,no,588,no,no,cellular,18,jan,366,failure,1,a_6m
8669,47.0,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,success,1,a_6m
8670,80.0,retired,married,primary,no,997,no,no,cellular,28,jan,151,success,1,a_6m
8671,66.0,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,success,1,a_6m
8672,54.0,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,success,1,a_6m
8673,27.0,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,success,1,a_6m
8674,37.0,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,failure,1,a_6m
8675,37.0,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,success,1,a_6m
8676,58.0,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,success,1,a_6m
8677,23.0,student,single,secondary,no,1234,no,no,cellular,15,feb,379,success,1,a_6m
8678,27.0,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,success,1,a_6m
8679,40.0,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,other,1,a_6m
8680,53.0,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,success,1,a_6m
8681,54.0,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,success,1,a_6m
8682,47.0,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,226,success,1,a_6m
8683,28.0,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,154,success,1,a_6m
8684,43.0,services,married,secondary,no,774,no,no,cellular,24,jun,482,success,1,a_6m
8685,41.0,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,failure,1,a_6m
8686,23.0,services,single,secondary,no,488,no,no,cellular,29,jun,205,success,1,a_6m
8687,25.0,blue-collar,single,secondary,no,1857,yes,no,cellular,13,jul,195,success,1,a_6m
8688,36.0,management,single,unknown,no,62,no,no,cellular,13,jul,311,success,1,a_6m
8689,30.0,management,single,tertiary,no,232,no,no,cellular,15,jul,219,success,1,a_6m
8690,61.0,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,success,1,a_6m
8691,56.0,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,failure,1,a_6m
8692,42.0,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,success,1,a_6m
8693,55.0,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,success,1,a_6m
8694,80.0,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,success,1,a_6m
8695,28.0,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,success,1,a_6m
8696,49.0,technician,married,tertiary,no,1071,no,no,cellular,16,sep,225,success,1,a_6m
8697,58.0,management,divorced,unknown,no,2986,no,no,cellular,16,sep,414,other,1,a_6m
8698,49.0,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,success,1,a_6m
8699,32.0,technician,single,unknown,no,491,no,no,cellular,8,oct,251,success,1,a_6m
